Accession ID	Collection date	Submission date	Location
EPI_ISL_984556	2020-09-15	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984552	2020-09-12	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984548	2020-09-14	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984444	2020-12-29	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984446	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984558	2020-09-12	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984455	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984447	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984476	2021-01-06	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984474	2021-01-06	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984487	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984499	2020-09-03	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984495	2020-09-02	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984497	2020-09-02	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984515	2020-09-03	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984526	2020-09-09	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984545	2020-09-15	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984423	2020-12-29	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984550	2020-09-14	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984547	2020-09-14	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984549	2020-09-14	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984445	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984561	2020-11-05	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984442	2020-12-29	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984559	2020-09-12	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984451	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984458	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984477	2021-01-06	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984471	2021-01-05	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984489	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984482	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984496	2020-09-02	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984493	2020-09-01	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984382	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_984358	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_8503317	2021-03-05	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_7509737	2020-09-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509774	2020-09-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509750	2020-09-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_984347	2021-01-04	2021-02-13	North America / USA / California / Los Angeles County
EPI_ISL_11135552	2020-11-16	2022-03-17	North America / USA / California / Los Angeles County
EPI_ISL_8503459	2021-03-02	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_7509764	2020-09-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508098	2021-02-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_824581	2020-12-21	2021-01-14	North America / USA / California / Los Angeles County
EPI_ISL_7507880	2021-02-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_824701	2020-12-26	2021-01-14	North America / USA / California / Los Angeles County
EPI_ISL_824727	2020-12-21	2021-01-14	North America / USA / California / Los Angeles County
EPI_ISL_7508714	2021-03-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507874	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508334	2020-08-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507727	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507454	2021-03-20	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508675	2020-08-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507657	2021-02-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508259	2020-08-09	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507822	2021-01-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507741	2021-03-29	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507405	2021-03-20	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508598	2020-08-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507892	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508938	2021-02-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508765	2021-02-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508777	2021-03-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508575	2020-08-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508359	2020-08-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507418	2021-02-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507642	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508906	2020-12-30	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507862	2021-02-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508087	2021-02-09	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508628	2020-08-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508336	2020-08-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508129	2021-01-20	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508879	2021-02-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507705	2021-02-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508571	2020-08-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508899	2021-03-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508808	2021-02-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508531	2020-08-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508932	2021-02-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507633	2021-02-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507407	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508093	2021-02-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508325	2020-08-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508301	2020-08-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508506	2020-08-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508927	2021-02-20	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507897	2021-02-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7507475	2021-02-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508333	2020-08-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7508773	2021-03-09	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509720	2020-10-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509733	2020-10-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509627	2020-10-31	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509139	2021-01-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509246	2021-01-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509014	2021-03-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509821	2020-09-23	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509723	2020-10-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509648	2020-11-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509328	2020-11-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509745	2020-09-09	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509171	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509787	2020-09-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509702	2020-10-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509768	2020-09-24	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509183	2021-01-23	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509122	2021-01-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509704	2020-10-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509538	2020-11-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509048	2021-03-08	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509076	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509799	2020-09-10	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509074	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509655	2020-10-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509669	2020-10-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509686	2020-10-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509161	2021-01-24	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509771	2020-09-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509665	2020-10-29	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509690	2020-10-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509781	2020-09-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509761	2020-09-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509638	2020-11-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509756	2020-08-31	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509762	2020-09-15	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509185	2021-01-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509751	2020-09-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509116	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509523	2020-11-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509157	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509515	2020-11-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509189	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509678	2020-10-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509055	2021-02-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509236	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509788	2020-09-09	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509028	2021-02-06	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509186	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509115	2021-01-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509630	2020-11-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509133	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509057	2021-02-23	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509731	2020-10-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509078	2021-01-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509791	2020-09-20	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509746	2020-09-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509177	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509681	2020-10-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509119	2021-01-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509176	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509726	2020-10-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509507	2020-11-18	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509035	2021-02-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509226	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509622	2020-11-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509237	2021-01-25	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509634	2020-11-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509661	2020-10-24	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509819	2020-09-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509127	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509065	2021-01-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509108	2021-01-14	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509682	2020-10-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509744	2020-08-31	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509181	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509755	2020-09-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509109	2021-01-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509767	2020-09-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509097	2021-01-07	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509047	2021-02-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509203	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509647	2020-11-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509308	2020-11-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509156	2021-01-05	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509129	2021-01-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509765	2020-09-01	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509489	2020-11-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509172	2021-01-23	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509786	2020-08-31	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509693	2020-10-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509128	2021-01-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509793	2020-09-11	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509079	2021-01-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509252	2021-01-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509204	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509357	2020-11-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509660	2020-10-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509093	2021-01-19	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509670	2020-10-04	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509795	2020-09-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509714	2020-10-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509125	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509721	2020-10-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509096	2021-01-13	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509291	2021-01-16	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509687	2020-10-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509088	2021-01-03	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509663	2020-10-12	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509792	2020-09-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509694	2020-10-02	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509633	2020-11-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509651	2020-11-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509326	2020-11-26	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509748	2020-09-23	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509624	2020-11-21	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509106	2021-01-17	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509170	2021-01-27	2021-12-11	North America / USA / California / Los Angeles County
EPI_ISL_7509783	2020-09-02	2021-12-11	North America / USA / California / Los Angeles County
