Accession ID	Collection date	Submission date	Location
EPI_ISL_5153778	2021-08-10	2021-10-14	North America / USA / California / Los Angeles County
EPI_ISL_5153810	2021-08-10	2021-10-14	North America / USA / California / Los Angeles County
EPI_ISL_5153811	2021-08-10	2021-10-14	North America / USA / California / Los Angeles County
EPI_ISL_4084883	2021-07-29	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084892	2021-07-15	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084909	2021-07-27	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084910	2021-07-27	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084919	2021-07-29	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084925	2021-07-31	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084934	2021-08-02	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_6573292	2021-08-11	2021-11-20	North America / USA / California / Los Angeles County
EPI_ISL_2620769	2021-04-18	2021-06-20	North America / USA / California / Los Angeles County
EPI_ISL_5153268	2021-08-10	2021-10-14	North America / USA / California / Los Angeles County
EPI_ISL_5153279	2021-08-08	2021-10-14	North America / USA / California / Los Angeles County
EPI_ISL_8750783	2021-04-26	2022-01-15	North America / USA / California / Los Angeles County
EPI_ISL_5153782	2021-08-10	2021-10-14	North America / USA / California / Los Angeles County
EPI_ISL_4084885	2021-07-23	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084891	2021-07-31	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084905	2021-07-26	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084914	2021-07-28	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084924	2021-07-31	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_4084930	2021-08-01	2021-09-11	North America / USA / California / Los Angeles County
EPI_ISL_6573286	2021-08-11	2021-11-20	North America / USA / California / Los Angeles County
EPI_ISL_8978968	2021-07-30	2022-01-22	North America / USA / California / Los Angeles County
EPI_ISL_8978967	2021-07-30	2022-01-22	North America / USA / California / Los Angeles County
EPI_ISL_8979019	2021-07-30	2022-01-22	North America / USA / California / Los Angeles County
EPI_ISL_11167986	2021-08-05	2022-03-18	North America / USA / California / Los Angeles County
EPI_ISL_11168070	2021-07-31	2022-03-18	North America / USA / California / Los Angeles County
EPI_ISL_11168069	2021-07-31	2022-03-18	North America / USA / California / Los Angeles County
EPI_ISL_11168071	2021-08-02	2022-03-18	North America / USA / California / Los Angeles County
EPI_ISL_8504187	2021-05-28	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_8503985	2021-05-06	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_9843258	2021-08-04	2022-02-13	North America / USA / California / Los Angeles County
EPI_ISL_8503550	2021-05-06	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_8504184	2021-05-28	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_8504005	2021-05-26	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_8504357	2021-05-06	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_8504227	2021-05-25	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_8504255	2021-05-11	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_5153511	2021-08-09	2021-10-14	North America / USA / California / Los Angeles County
EPI_ISL_8504256	2021-05-11	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_8504349	2021-05-24	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_8504206	2021-05-06	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_8504224	2021-05-30	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_5198844	2021-08-12	2021-10-15	North America / USA / California / Los Angeles County
EPI_ISL_5198579	2021-08-11	2021-10-15	North America / USA / California / Los Angeles County
EPI_ISL_5198935	2021-08-11	2021-10-15	North America / USA / California / Los Angeles County
EPI_ISL_4300737	2021-07-28	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300745	2021-07-26	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_5198580	2021-08-11	2021-10-15	North America / USA / California / Los Angeles County
EPI_ISL_5153792	2021-08-10	2021-10-14	North America / USA / California / Los Angeles County
EPI_ISL_5153794	2021-08-10	2021-10-14	North America / USA / California / Los Angeles County
EPI_ISL_8505545	2021-04-10	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_8505765	2021-05-06	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_1918992	2021-04-06	2021-05-06	North America / USA / California / Los Angeles County
EPI_ISL_1918991	2021-04-08	2021-05-06	North America / USA / California / Los Angeles County
EPI_ISL_8507994	2021-05-20	2022-01-08	North America / USA / California / Los Angeles County
EPI_ISL_5825437	2021-07-29	2021-11-01	North America / USA / California / Los Angeles County
EPI_ISL_5825458	2021-08-05	2021-11-01	North America / USA / California / Los Angeles County
EPI_ISL_5825492	2021-08-11	2021-11-01	North America / USA / California / Los Angeles County
EPI_ISL_6075328	2021-08-12	2021-11-09	North America / USA / California / Los Angeles County
EPI_ISL_3943668	2021-07-16	2021-09-04	North America / USA / California / Los Angeles County
EPI_ISL_7962118	2021-08-11	2021-12-22	North America / USA / California / Los Angeles County
EPI_ISL_7962312	2021-07-30	2021-12-22	North America / USA / California / Los Angeles County
EPI_ISL_7962315	2021-07-31	2021-12-22	North America / USA / California / Los Angeles County
EPI_ISL_7986755	2021-08-05	2021-12-23	North America / USA / California / Los Angeles County
EPI_ISL_4300731	2021-07-30	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300733	2021-07-29	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300735	2021-07-28	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300744	2021-07-26	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300756	2021-07-22	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300788	2021-07-20	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300787	2021-07-21	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300813	2021-08-01	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_5263005	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5263022	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5263035	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5263054	2021-08-11	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5263074	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_4300786	2021-07-21	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300812	2021-08-01	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300895	2021-08-09	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_4300934	2021-07-27	2021-09-19	North America / USA / California / Los Angeles County
EPI_ISL_5263019	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5263040	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5263045	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5263046	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5263077	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5016016	2021-08-07	2021-10-09	North America / USA / California / Los Angeles County
EPI_ISL_5263176	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5263158	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_4959616	2021-08-05	2021-10-07	North America / USA / California / Los Angeles County
EPI_ISL_3462471	2021-07-10	2021-08-18	North America / USA / California / Los Angeles County
EPI_ISL_3462481	2021-06-27	2021-08-18	North America / USA / California / Los Angeles County
EPI_ISL_3462482	2021-06-27	2021-08-18	North America / USA / California / Los Angeles County
EPI_ISL_3471845	2021-07-13	2021-08-18	North America / USA / California / Los Angeles County
EPI_ISL_3462486	2021-07-11	2021-08-18	North America / USA / California / Los Angeles County
EPI_ISL_5321434	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
EPI_ISL_5321440	2021-08-12	2021-10-18	North America / USA / California / Los Angeles County
