Accession ID	Collection date	Submission date	Location
EPI_ISL_1292707	2021-02-26	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292793	2021-03-02	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292478	2021-01-28	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292499	2021-01-30	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292601	2021-02-06	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292600	2021-02-14	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292636	2021-02-08	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292617	2021-02-14	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292629	2021-02-12	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292633	2021-02-19	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292451	2021-01-15	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292456	2021-01-16	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292539	2021-02-08	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292425	2021-01-19	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292545	2021-02-09	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292427	2021-01-15	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292755	2021-03-04	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292688	2021-02-19	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292693	2021-02-25	2021-03-19	North America / USA / Hawaii
EPI_ISL_1292697	2021-02-22	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292788	2021-03-05	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292666	2021-02-22	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292796	2021-02-24	2021-03-19	North America / USA / Hawaii / Hawaii County
EPI_ISL_1292678	2021-02-16	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292487	2020-12-28	2021-03-19	North America / USA / Hawaii
EPI_ISL_1292494	2021-01-20	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292582	2021-02-05	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292594	2021-02-06	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292766	2021-02-22	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292542	2021-02-03	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292544	2021-02-09	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292429	2021-01-16	2021-03-19	North America / USA / Hawaii
EPI_ISL_1292549	2021-02-05	2021-03-19	North America / USA / Hawaii / Hawaii County
EPI_ISL_1292765	2021-02-22	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292768	2021-02-19	2021-03-19	North America / USA / Hawaii
EPI_ISL_1292436	2021-01-21	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_967303	2021-01-13	2021-02-11	North America / USA / Hawaii
EPI_ISL_1094773	2020-12-07	2021-02-27	North America / USA / Hawaii
EPI_ISL_967148	2021-01-22	2021-02-11	North America / USA / Hawaii
EPI_ISL_903583	2020-12-23	2021-01-30	North America / USA / Hawaii
EPI_ISL_1094276	2020-12-07	2021-02-27	North America / USA / Hawaii
EPI_ISL_1094209	2020-12-09	2021-02-27	North America / USA / Hawaii
EPI_ISL_1087496	2021-02-02	2021-02-26	North America / USA / Hawaii
EPI_ISL_1087472	2021-02-02	2021-02-26	North America / USA / Hawaii
EPI_ISL_1292590	2021-02-08	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292612	2021-02-09	2021-03-19	North America / USA / Hawaii / Hawaii County
EPI_ISL_1292525	2021-02-03	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292507	2021-01-28	2021-03-19	North America / USA / Hawaii / Hawaii County
EPI_ISL_1292568	2021-02-05	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292572	2021-02-04	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292577	2021-02-08	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292657	2021-02-19	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292538	2021-02-03	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292548	2021-02-06	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292777	2021-02-16	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292679	2021-02-19	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292692	2021-02-25	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292694	2021-02-19	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292661	2021-02-19	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292663	2021-02-23	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292787	2021-02-27	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292799	2021-03-03	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292480	2020-12-23	2021-03-19	North America / USA / Hawaii
EPI_ISL_1292492	2020-12-29	2021-03-19	North America / USA / Hawaii
EPI_ISL_1292497	2021-01-26	2021-03-19	North America / USA / Hawaii / Kauai County
EPI_ISL_1292463	2021-01-23	2021-03-19	North America / USA / Hawaii
EPI_ISL_1292609	2021-02-12	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292540	2021-01-21	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292541	2021-02-02	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292426	2021-01-14	2021-03-19	North America / USA / Hawaii / Maui County
EPI_ISL_1292428	2021-01-16	2021-03-19	North America / USA / Hawaii / Honolulu County
EPI_ISL_1292430	2021-01-17	2021-03-19	North America / USA / Hawaii
EPI_ISL_1292431	2021-01-20	2021-03-19	North America / USA / Hawaii
EPI_ISL_1292434	2021-01-21	2021-03-19	North America / USA / Hawaii
EPI_ISL_1094775	2020-12-30	2021-02-27	North America / USA / Hawaii
EPI_ISL_1094772	2020-12-07	2021-02-27	North America / USA / Hawaii
EPI_ISL_966634	2021-01-21	2021-02-10	North America / USA / Hawaii
EPI_ISL_1086320	2021-01-24	2021-02-26	North America / USA / Hawaii
EPI_ISL_850592	2021-01-02	2021-01-20	North America / USA / Hawaii
EPI_ISL_1086323	2021-01-24	2021-02-26	North America / USA / Hawaii
EPI_ISL_876688	2021-01-06	2021-01-26	North America / USA / Hawaii
EPI_ISL_967246	2021-01-12	2021-02-11	North America / USA / Hawaii
EPI_ISL_978723	2021-01-08	2021-02-12	North America / USA / Hawaii
EPI_ISL_884677	2021-01-12	2021-01-26	North America / USA / Hawaii
EPI_ISL_1937786	2021-03-28	2021-05-06	North America / USA / Hawaii
EPI_ISL_2452127	2021-05-12	2021-06-08	North America / USA / Hawaii
EPI_ISL_2452140	2021-05-11	2021-06-08	North America / USA / Hawaii
EPI_ISL_2452129	2021-05-12	2021-06-08	North America / USA / Hawaii
EPI_ISL_2462192	2021-04-28	2021-06-09	North America / USA / Hawaii / Honolulu County
EPI_ISL_2135540	2021-04-27	2021-05-17	North America / USA / Hawaii / Honolulu County
EPI_ISL_2135567	2021-04-28	2021-05-17	North America / USA / Hawaii / Honolulu County
EPI_ISL_2135527	2021-04-20	2021-05-17	North America / USA / Hawaii / Honolulu County
EPI_ISL_2135545	2021-03-27	2021-05-17	North America / USA / Hawaii / Hawaii County
EPI_ISL_2135561	2021-04-27	2021-05-17	North America / USA / Hawaii / Honolulu County
EPI_ISL_2135463	2021-04-28	2021-05-17	North America / USA / Hawaii / Honolulu County
EPI_ISL_2135477	2021-04-28	2021-05-17	North America / USA / Hawaii / Honolulu County
EPI_ISL_2135435	2021-04-22	2021-05-17	North America / USA / Hawaii / Honolulu County
EPI_ISL_2135459	2021-04-28	2021-05-17	North America / USA / Hawaii / Maui County
EPI_ISL_967626	2020-12-28	2021-02-11	North America / USA / Hawaii
EPI_ISL_966998	2021-01-26	2021-02-11	North America / USA / Hawaii
EPI_ISL_967604	2020-12-16	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967742	2021-01-06	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967750	2020-12-29	2021-02-11	North America / USA / Hawaii
EPI_ISL_967758	2020-12-29	2021-02-11	North America / USA / Hawaii
EPI_ISL_967763	2021-01-07	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967670	2021-01-05	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967574	2020-12-16	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967585	2020-12-18	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967732	2021-01-04	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967746	2021-01-17	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967755	2021-01-19	2021-02-11	North America / USA / Hawaii
EPI_ISL_967759	2020-12-29	2021-02-11	North America / USA / Hawaii
EPI_ISL_967661	2020-12-22	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967679	2020-12-28	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967564	2020-12-04	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967586	2020-12-23	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967712	2021-01-07	2021-02-11	North America / USA / Hawaii / Kauai County HI
EPI_ISL_967534	2020-12-17	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967555	2020-12-09	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967527	2020-12-16	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_967538	2020-12-15	2021-02-11	North America / USA / Hawaii / Honolulu County
EPI_ISL_1272646	2021-02-02	2021-03-17	North America / USA / Hawaii
EPI_ISL_2724665	2021-05-17	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724663	2021-05-10	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724662	2021-05-19	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724666	2021-05-17	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724667	2021-05-19	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724670	2021-05-17	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724671	2021-05-18	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724672	2021-05-18	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724681	2021-05-24	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724682	2021-05-07	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724683	2021-05-08	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724684	2021-05-09	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724686	2021-05-06	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724687	2021-05-09	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724688	2021-05-10	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724689	2021-05-09	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724690	2021-05-06	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724691	2021-05-19	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724692	2021-05-17	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724693	2021-05-19	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724694	2021-05-21	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724613	2021-04-25	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724695	2021-05-24	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724696	2021-05-27	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724697	2021-05-24	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724698	2021-05-24	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724814	2021-05-30	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724699	2021-05-25	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724701	2021-05-10	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724759	2021-05-17	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724762	2021-05-20	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724763	2021-05-24	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724703	2021-05-18	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724704	2021-05-24	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724709	2021-05-26	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724712	2021-05-18	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724714	2021-05-18	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724717	2021-05-24	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724719	2021-05-17	2021-06-29	North America / USA / Hawaii
EPI_ISL_2724721	2021-05-20	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724724	2021-05-08	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724733	2021-05-17	2021-06-29	North America / USA / Hawaii
EPI_ISL_2724736	2021-05-08	2021-06-29	North America / USA / Hawaii / Kauai County
EPI_ISL_2724738	2021-05-08	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724741	2021-05-09	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724742	2021-05-08	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724745	2021-05-22	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724747	2021-05-17	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724749	2021-05-25	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724751	2021-05-26	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724754	2021-05-21	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724756	2021-05-21	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724815	2021-06-02	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724700	2021-05-27	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724758	2021-05-26	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724760	2021-05-19	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724761	2021-05-20	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724764	2021-05-23	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724705	2021-06-01	2021-06-29	North America / USA / Hawaii
EPI_ISL_2724707	2021-05-24	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724711	2021-05-26	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724713	2021-05-19	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724715	2021-05-19	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724718	2021-05-22	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724720	2021-05-17	2021-06-29	North America / USA / Hawaii
EPI_ISL_2724722	2021-05-24	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724725	2021-05-19	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724735	2021-05-21	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724737	2021-05-06	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724739	2021-05-06	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724740	2021-05-08	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724743	2021-05-17	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724746	2021-05-28	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724748	2021-05-24	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724750	2021-05-25	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724753	2021-05-10	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724755	2021-05-23	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724757	2021-05-25	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724515	2021-04-30	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724514	2021-04-29	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724517	2021-05-01	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724519	2021-05-02	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724522	2021-05-02	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724527	2021-05-01	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724528	2021-05-02	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724529	2021-05-03	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724534	2021-05-02	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724535	2021-05-02	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724537	2021-05-02	2021-06-29	North America / USA / Hawaii
EPI_ISL_2724538	2021-04-29	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724541	2021-05-03	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724543	2021-05-02	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724546	2021-04-22	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724548	2021-04-23	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724549	2021-04-30	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724550	2021-05-01	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724554	2021-05-01	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724557	2021-05-05	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724559	2021-04-24	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724562	2021-04-30	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724563	2021-05-06	2021-06-29	North America / USA / Hawaii
EPI_ISL_2724565	2021-05-04	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724567	2021-05-05	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724570	2021-04-22	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724571	2021-04-23	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724573	2021-05-03	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724575	2021-05-05	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724577	2021-04-22	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724578	2021-04-22	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724582	2021-04-26	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724584	2021-04-30	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724587	2021-04-30	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724589	2021-05-05	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724591	2021-05-13	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724594	2021-05-05	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724596	2021-05-08	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724597	2021-05-02	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724600	2021-05-04	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724601	2021-05-05	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724602	2021-05-05	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724603	2021-05-07	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724604	2021-05-08	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724605	2021-05-10	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724606	2021-05-12	2021-06-29	North America / USA / Hawaii
EPI_ISL_2724607	2021-05-06	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724608	2021-05-06	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724610	2021-04-26	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724611	2021-05-03	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724615	2021-05-04	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724616	2021-05-07	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724617	2021-05-07	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724618	2021-05-08	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724619	2021-05-05	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724620	2021-04-23	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724621	2021-04-24	2021-06-29	North America / USA / Hawaii / Kauai County
EPI_ISL_2724623	2021-05-05	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724624	2021-05-08	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724625	2021-05-08	2021-06-29	North America / USA / Hawaii / Kauai County
EPI_ISL_2724626	2021-05-07	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724627	2021-05-06	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724629	2021-05-10	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724630	2021-05-07	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724632	2021-05-11	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724633	2021-05-12	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724634	2021-05-10	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724635	2021-05-10	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724636	2021-05-12	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724637	2021-05-19	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724638	2021-05-08	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724639	2021-05-14	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724641	2021-05-10	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724642	2021-05-10	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724643	2021-05-10	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724644	2021-05-11	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724645	2021-05-12	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724646	2021-05-10	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724647	2021-05-11	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724648	2021-05-10	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724649	2021-05-12	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724651	2021-05-10	2021-06-29	North America / USA / Hawaii / Maui County
EPI_ISL_2724652	2021-05-10	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724654	2021-05-18	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724655	2021-05-19	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724656	2021-05-25	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724657	2021-05-19	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724658	2021-05-23	2021-06-29	North America / USA / Hawaii / Hawaii County
EPI_ISL_2724659	2021-05-04	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724660	2021-05-06	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724661	2021-05-05	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724765	2021-05-24	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724766	2021-05-24	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724768	2021-05-26	2021-06-29	North America / USA / Hawaii / Honolulu County
EPI_ISL_2724769	2021-06-03	2021-06-29	North America / USA / Hawaii / Hawaii County
